date, pm25, pm10, o3, no2, so2, co,location
2015-10-12, , 32, 40, 22, , ,"south-bangkok power plant, samut prakan"
2015-10-13, , 38, 58, 20, , ,"south-bangkok power plant, samut prakan"
2015-10-14, , 42, 66, 22, , ,"south-bangkok power plant, samut prakan"
2015-10-15, , 43, 13, 22, , ,"south-bangkok power plant, samut prakan"
2015-10-16, , 39, , , , ,"south-bangkok power plant, samut prakan"
2015-10-18, , 42, 56, 18, , ,"south-bangkok power plant, samut prakan"
2015-10-19, , 39, 44, 18, , ,"south-bangkok power plant, samut prakan"
2015-10-20, , 42, 51, 11, , 9,"south-bangkok power plant, samut prakan"
2015-10-21, , 35, 24, 16, , 9,"south-bangkok power plant, samut prakan"
2015-10-22, , 37, , , , ,"south-bangkok power plant, samut prakan"
2015-10-25, , 51, 61, 18, , 9,"south-bangkok power plant, samut prakan"
2015-10-26, , 50, 48, 16, , 10,"south-bangkok power plant, samut prakan"
2015-10-27, , 48, 6, 17, , 11,"south-bangkok power plant, samut prakan"
2015-10-28, , 46, , 29, , 14,"south-bangkok power plant, samut prakan"
2015-10-29, , 54, , 25, , 15,"south-bangkok power plant, samut prakan"
2015-10-30, , 62, , , , ,"south-bangkok power plant, samut prakan"
2015-11-01, , 39, 46, 14, , 11,"south-bangkok power plant, samut prakan"
2015-11-02, , 37, 59, 19, , 11,"south-bangkok power plant, samut prakan"
2015-11-03, , 45, 6, 25, , 12,"south-bangkok power plant, samut prakan"
2015-11-04, , 59, , 17, , 10,"south-bangkok power plant, samut prakan"
2015-11-05, , 51, , 33, , 13,"south-bangkok power plant, samut prakan"
2015-11-06, , 74, , , , ,"south-bangkok power plant, samut prakan"
2015-11-08, , 36, 36, 18, , 10,"south-bangkok power plant, samut prakan"
2015-11-09, , 41, 38, 22, , 11,"south-bangkok power plant, samut prakan"
2015-11-10, , 45, 57, 12, , 10,"south-bangkok power plant, samut prakan"
2015-11-11, , 44, 47, 14, , 10,"south-bangkok power plant, samut prakan"
2015-11-12, , 41, 11, 26, , 10,"south-bangkok power plant, samut prakan"
2015-11-13, , 48, , , , ,"south-bangkok power plant, samut prakan"
2015-11-15, , 47, 36, 16, , 10,"south-bangkok power plant, samut prakan"
2015-11-16, , 44, 45, 8, , 8,"south-bangkok power plant, samut prakan"
2015-11-17, , 42, 64, 9, , 7,"south-bangkok power plant, samut prakan"
2015-11-18, , 36, 48, 22, , 8,"south-bangkok power plant, samut prakan"
2015-11-19, , 50, 6, 29, , 9,"south-bangkok power plant, samut prakan"
2015-11-20, , 49, , , , ,"south-bangkok power plant, samut prakan"
2015-11-22, , 42, 56, 22, , 8,"south-bangkok power plant, samut prakan"
2015-11-23, , 46, 74, 20, , 8,"south-bangkok power plant, samut prakan"
2015-11-24, , 54, 53, 15, , 7,"south-bangkok power plant, samut prakan"
2015-11-25, , 45, 56, 14, , 6,"south-bangkok power plant, samut prakan"
2015-11-26, , 43, 21, 11, , 6,"south-bangkok power plant, samut prakan"
2015-11-27, , 33, , , , ,"south-bangkok power plant, samut prakan"
2015-12-01, , 45, 43, 6, , 5,"south-bangkok power plant, samut prakan"
2015-12-02, , 23, 64, 16, , 6,"south-bangkok power plant, samut prakan"
2015-12-03, , 31, 3, 25, , 10,"south-bangkok power plant, samut prakan"
2015-07-01, , 27, 30, 5, 8, 4,"south-bangkok power plant, samut prakan"
2015-07-02, , 32, 30, 5, 7, 4,"south-bangkok power plant, samut prakan"
2015-07-03, , 28, 7, 4, 7, 4,"south-bangkok power plant, samut prakan"
2015-07-05, , 26, 33, 4, 6, 3,"south-bangkok power plant, samut prakan"
2015-07-06, , 42, 30, 3, 1, 4,"south-bangkok power plant, samut prakan"
2015-07-07, , 44, 26, 7, 2, 5,"south-bangkok power plant, samut prakan"
2015-07-08, , 51, 24, 9, 4, 5,"south-bangkok power plant, samut prakan"
2015-07-09, , 56, 4, 7, 10, 5,"south-bangkok power plant, samut prakan"
2015-07-10, , 60, , , , ,"south-bangkok power plant, samut prakan"
2015-07-12, , 19, 30, , 4, 5,"south-bangkok power plant, samut prakan"
2015-07-13, , 30, 20, , 5, 5,"south-bangkok power plant, samut prakan"
2015-07-14, , 32, 12, , 2, 5,"south-bangkok power plant, samut prakan"
2015-07-15, , 32, , , , ,"south-bangkok power plant, samut prakan"
2015-07-19, , 19, 15, 9, 3, 3,"south-bangkok power plant, samut prakan"
2015-07-20, , 24, 22, 5, 3, 3,"south-bangkok power plant, samut prakan"
2015-07-21, , 21, 23, 8, 7, 3,"south-bangkok power plant, samut prakan"
2015-07-22, , 27, 24, 5, , 3,"south-bangkok power plant, samut prakan"
2015-07-23, , 27, 46, 4, 1, 3,"south-bangkok power plant, samut prakan"
2015-07-24, , 36, 29, 6, 4, 3,"south-bangkok power plant, samut prakan"
2015-07-25, , 36, 22, , 1, 3,"south-bangkok power plant, samut prakan"
2015-07-26, , 40, 15, 3, 3, 4,"south-bangkok power plant, samut prakan"
2015-07-27, , 38, 18, 1, 1, 3,"south-bangkok power plant, samut prakan"
2015-07-28, , 29, 21, 5, , 4,"south-bangkok power plant, samut prakan"
2015-07-29, , 25, 27, 8, , 4,"south-bangkok power plant, samut prakan"
2015-07-30, , 28, 24, 2, 2, 4,"south-bangkok power plant, samut prakan"
2015-07-31, , 18, 20, 6, , 4,"south-bangkok power plant, samut prakan"
2015-08-01, , 23, 17, 4, , 4,"south-bangkok power plant, samut prakan"
2015-08-02, , 22, 15, 5, , 4,"south-bangkok power plant, samut prakan"
2015-08-03, , 23, 26, 7, , 4,"south-bangkok power plant, samut prakan"
2015-08-04, , 25, 29, 9, , 4,"south-bangkok power plant, samut prakan"
2015-08-05, , 22, 29, 2, 2, 3,"south-bangkok power plant, samut prakan"
2015-08-06, , 16, 37, 4, 4, 4,"south-bangkok power plant, samut prakan"
2015-08-07, , 21, 35, 4, 4, 4,"south-bangkok power plant, samut prakan"
2015-08-08, , 24, 33, 2, 5, 4,"south-bangkok power plant, samut prakan"
2015-08-09, , 24, 30, 5, 4, 3,"south-bangkok power plant, samut prakan"
2015-08-10, , 23, 37, 4, 1, 4,"south-bangkok power plant, samut prakan"
2015-08-11, , 25, 30, 5, 3, 4,"south-bangkok power plant, samut prakan"
2015-08-12, , 26, 30, 9, 3, 4,"south-bangkok power plant, samut prakan"
2015-08-13, , 25, 34, 4, 2, 3,"south-bangkok power plant, samut prakan"
2015-08-14, , 20, 32, 6, , 2,"south-bangkok power plant, samut prakan"
2015-08-15, , 26, 42, 5, , 2,"south-bangkok power plant, samut prakan"
2015-08-16, , 31, 41, 5, , 2,"south-bangkok power plant, samut prakan"
2015-08-17, , 27, 29, 11, , 3,"south-bangkok power plant, samut prakan"
2015-08-18, , 31, 26, 9, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-19, , 21, 45, 7, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-20, , 22, 28, 7, 7, 2,"south-bangkok power plant, samut prakan"
2015-08-21, , 19, 26, 6, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-22, , 17, 31, 7, 9, 2,"south-bangkok power plant, samut prakan"
2015-08-23, , 21, 31, 4, 5, 2,"south-bangkok power plant, samut prakan"
2015-08-24, , 21, 24, 4, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-25, , 25, 27, 5, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-26, , 20, 23, 5, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-27, , 22, 27, 8, 4, 3,"south-bangkok power plant, samut prakan"
2015-08-28, , 31, 35, 7, , 2,"south-bangkok power plant, samut prakan"
2015-08-29, , 30, 31, 4, , 2,"south-bangkok power plant, samut prakan"
2015-08-30, , 25, 30, 4, 4, 2,"south-bangkok power plant, samut prakan"
2015-08-31, , 22, 20, 7, 5, 2,"south-bangkok power plant, samut prakan"
2015-09-01, , 22, 26, 3, 2, 2,"south-bangkok power plant, samut prakan"
2015-09-02, , 21, 36, 9, 2, 3,"south-bangkok power plant, samut prakan"
2015-09-03, , 25, , , , ,"south-bangkok power plant, samut prakan"
2015-09-19, , 38, 43, 28, , 9,"south-bangkok power plant, samut prakan"
2015-09-20, , 69, 60, 19, , 8,"south-bangkok power plant, samut prakan"
2015-09-21, , 60, 24, 14, , 5,"south-bangkok power plant, samut prakan"
2015-09-22, , 37, 21, 16, , 5,"south-bangkok power plant, samut prakan"
2015-09-23, , 28, 18, 11, , 3,"south-bangkok power plant, samut prakan"
2015-09-24, , 21, 5, 14, , 4,"south-bangkok power plant, samut prakan"
2015-09-25, , 29, , , , ,"south-bangkok power plant, samut prakan"
2015-09-27, , 26, 41, 17, , 5,"south-bangkok power plant, samut prakan"
2015-09-28, , 41, 58, 20, , 5,"south-bangkok power plant, samut prakan"
2015-09-29, , 32, 56, 20, , 7,"south-bangkok power plant, samut prakan"
2015-09-30, , 37, 29, 26, , ,"south-bangkok power plant, samut prakan"
2015-04-02, , 43, 74, 12, 6, 5,"south-bangkok power plant, samut prakan"
2015-04-03, , 50, 51, 5, 3, 5,"south-bangkok power plant, samut prakan"
2015-04-04, , 52, 36, 1, 2, 4,"south-bangkok power plant, samut prakan"
2015-04-05, , 44, 36, 1, 2, 4,"south-bangkok power plant, samut prakan"
2015-04-06, , 30, 23, 2, 3, 3,"south-bangkok power plant, samut prakan"
2015-04-07, , 36, 38, 4, 2, 4,"south-bangkok power plant, samut prakan"
2015-04-08, , 35, 21, 8, 9, 3,"south-bangkok power plant, samut prakan"
2015-05-05, , 32, 24, 7, 4, 4,"south-bangkok power plant, samut prakan"
2015-05-08, , 23, 18, 8, 4, 4,"south-bangkok power plant, samut prakan"
2015-05-17, , 18, 27, 4, , 3,"south-bangkok power plant, samut prakan"
2015-05-18, , 22, 35, 7, , 3,"south-bangkok power plant, samut prakan"
2015-05-19, , 26, 40, 7, , 3,"south-bangkok power plant, samut prakan"
2015-05-20, , 27, 29, 8, , 4,"south-bangkok power plant, samut prakan"
2015-05-21, , 25, 27, 5, , 3,"south-bangkok power plant, samut prakan"
2015-05-22, , 28, 13, 6, , 3,"south-bangkok power plant, samut prakan"
2015-05-24, , 25, 33, 5, , 3,"south-bangkok power plant, samut prakan"
2015-05-25, , 29, 40, 7, , 4,"south-bangkok power plant, samut prakan"
2015-05-26, , 38, 31, 8, , 4,"south-bangkok power plant, samut prakan"
2015-05-27, , 42, 23, 13, , 5,"south-bangkok power plant, samut prakan"
2015-06-01, , 29, 38, 4, , 3,"south-bangkok power plant, samut prakan"
2015-06-02, , 32, 41, 8, , 4,"south-bangkok power plant, samut prakan"
2015-06-03, , 32, 34, 12, , 4,"south-bangkok power plant, samut prakan"
2015-06-04, , 22, 27, 4, , 4,"south-bangkok power plant, samut prakan"
2015-06-05, , 35, 14, 10, , 5,"south-bangkok power plant, samut prakan"
2015-06-09, , 18, 25, 6, , 4,"south-bangkok power plant, samut prakan"
2015-06-10, , 27, 5, 6, , 3,"south-bangkok power plant, samut prakan"
2015-06-18, , 17, 25, 6, 7, 4,"south-bangkok power plant, samut prakan"
2015-06-19, , 45, 6, 14, 13, 5,"south-bangkok power plant, samut prakan"
2015-06-21, , 22, 33, 6, 7, 3,"south-bangkok power plant, samut prakan"
2015-06-22, , 36, 28, 6, 8, 4,"south-bangkok power plant, samut prakan"
2015-06-23, , 32, 25, 8, 9, 5,"south-bangkok power plant, samut prakan"
2015-06-24, , 25, 27, 6, 6, 4,"south-bangkok power plant, samut prakan"
2015-06-25, , 20, 19, 4, 5, 3,"south-bangkok power plant, samut prakan"
2015-06-26, , 36, 14, 4, 6, 4,"south-bangkok power plant, samut prakan"
2015-06-28, , 24, 20, 3, 6, 4,"south-bangkok power plant, samut prakan"
2015-06-29, , 20, 32, 2, 6, 4,"south-bangkok power plant, samut prakan"
2015-06-30, , 29, 31, 6, 9, 4,"south-bangkok power plant, samut prakan"
2015-01-05, , 80, 16, 36, 11, 10,"south-bangkok power plant, samut prakan"
2015-01-06, , 68, 4, 30, 20, 7,"south-bangkok power plant, samut prakan"
2015-01-07, , 65, 14, 19, 1, 7,"south-bangkok power plant, samut prakan"
2015-01-08, , 45, 63, 12, 2, 6,"south-bangkok power plant, samut prakan"
2015-01-09, , 48, 46, 18, 2, 8,"south-bangkok power plant, samut prakan"
2015-01-10, , 52, 43, 12, 2, 9,"south-bangkok power plant, samut prakan"
2015-01-11, , 63, 31, 22, 4, 8,"south-bangkok power plant, samut prakan"
2015-01-12, , 54, 58, 27, 6, 7,"south-bangkok power plant, samut prakan"
2015-01-13, , 53, 59, 31, 6, 7,"south-bangkok power plant, samut prakan"
2015-01-14, , 62, 72, 33, 6, 7,"south-bangkok power plant, samut prakan"
2015-01-15, , 72, 50, 35, 6, 9,"south-bangkok power plant, samut prakan"
2015-01-16, , 75, , 20, 3, 6,"south-bangkok power plant, samut prakan"
2015-01-17, , 64, , 25, 5, 8,"south-bangkok power plant, samut prakan"
2015-01-18, , 73, , 20, 4, 6,"south-bangkok power plant, samut prakan"
2015-01-19, , 68, , 31, 6, 8,"south-bangkok power plant, samut prakan"
2015-01-20, , 70, , 47, 6, 12,"south-bangkok power plant, samut prakan"
2015-01-21, , 81, , 92, 30, 24,"south-bangkok power plant, samut prakan"
2015-01-22, , 97, , , , 14,"south-bangkok power plant, samut prakan"
2015-01-23, , 93, , , , ,"south-bangkok power plant, samut prakan"
2015-01-28, , 75, , 13, 7, 6,"south-bangkok power plant, samut prakan"
2015-01-29, , 69, , 9, 1, 5,"south-bangkok power plant, samut prakan"
2015-01-30, , 61, , , , ,"south-bangkok power plant, samut prakan"
2015-02-02, , 72, , 38, 10, 11,"south-bangkok power plant, samut prakan"
2015-02-03, , 75, 13, 35, 8, 11,"south-bangkok power plant, samut prakan"
2015-02-04, , 73, 17, 26, 2, 6,"south-bangkok power plant, samut prakan"
2015-02-05, , 70, 4, 12, 2, 6,"south-bangkok power plant, samut prakan"
2015-02-06, , 67, , , , ,"south-bangkok power plant, samut prakan"
2015-02-09, , 72, , 32, 8, 10,"south-bangkok power plant, samut prakan"
2015-02-10, , 78, , 47, 15, 16,"south-bangkok power plant, samut prakan"
2015-02-11, , 93, , 3, 5, 6,"south-bangkok power plant, samut prakan"
2015-02-12, , 74, , 9, 7, 6,"south-bangkok power plant, samut prakan"
2015-02-13, , 58, , , , ,"south-bangkok power plant, samut prakan"
2015-02-16, , 52, , 9, 14, 4,"south-bangkok power plant, samut prakan"
2015-02-17, , 53, , 4, 12, 4,"south-bangkok power plant, samut prakan"
2015-02-18, , 47, , , , ,"south-bangkok power plant, samut prakan"
2015-02-20, , 41, , , , ,"south-bangkok power plant, samut prakan"
2015-02-23, , 32, 32, 4, 4, 4,"south-bangkok power plant, samut prakan"
2015-02-24, , 37, 33, 7, 7, 4,"south-bangkok power plant, samut prakan"
2015-02-25, , 39, 32, 7, 7, ,"south-bangkok power plant, samut prakan"
2015-02-26, , 35, 36, 2, 2, ,"south-bangkok power plant, samut prakan"
2015-02-27, , 40, , , , ,"south-bangkok power plant, samut prakan"
2015-03-02, , 29, 27, 4, 3, ,"south-bangkok power plant, samut prakan"
2015-03-03, , 38, 32, 4, 4, 5,"south-bangkok power plant, samut prakan"
2015-03-04, , 34, 37, 8, 6, 6,"south-bangkok power plant, samut prakan"
2015-03-05, , 39, 34, 5, 5, 4,"south-bangkok power plant, samut prakan"
2015-03-06, , 38, 35, 4, 4, 4,"south-bangkok power plant, samut prakan"
2015-03-07, , 34, 28, 4, 3, 4,"south-bangkok power plant, samut prakan"
2015-03-08, , 29, 32, 6, 4, 4,"south-bangkok power plant, samut prakan"
2015-03-09, , 27, 39, 5, 4, 4,"south-bangkok power plant, samut prakan"
2015-03-10, , 32, 34, 4, 2, ,"south-bangkok power plant, samut prakan"
2015-03-11, , 35, 37, 6, 8, ,"south-bangkok power plant, samut prakan"
2015-03-12, , 38, 44, 8, 6, ,"south-bangkok power plant, samut prakan"
2015-03-13, , 49, , , , ,"south-bangkok power plant, samut prakan"
2015-03-16, , 37, 40, 6, 2, 1,"south-bangkok power plant, samut prakan"
2015-03-17, , 41, 39, 5, 3, 1,"south-bangkok power plant, samut prakan"
2015-03-18, , 43, 37, 5, 2, 1,"south-bangkok power plant, samut prakan"
2015-03-19, , 40, 37, 6, 3, 1,"south-bangkok power plant, samut prakan"
2015-03-20, , 40, 36, 4, 1, ,"south-bangkok power plant, samut prakan"
2015-03-21, , 41, 52, 7, 2, 2,"south-bangkok power plant, samut prakan"
2015-03-22, , 40, 35, 6, 4, 2,"south-bangkok power plant, samut prakan"
2015-03-23, , 42, 44, 15, 6, 6,"south-bangkok power plant, samut prakan"
2015-03-24, , 46, 93, 17, 4, 7,"south-bangkok power plant, samut prakan"
2015-03-25, , 62, 84, 13, 2, 7,"south-bangkok power plant, samut prakan"
2015-03-27, , 63, , , , ,"south-bangkok power plant, samut prakan"
2015-03-31, , 53, 34, 4, 3, 4,"south-bangkok power plant, samut prakan"
2014-10-01, , 52, , 24, 11, 7,"south-bangkok power plant, samut prakan"
2014-10-02, , 56, 24, 30, 7, 8,"south-bangkok power plant, samut prakan"
2014-10-03, , 49, , , , ,"south-bangkok power plant, samut prakan"
2014-10-06, , 50, 40, 12, 2, 5,"south-bangkok power plant, samut prakan"
2014-10-07, , 32, 19, 9, 1, 4,"south-bangkok power plant, samut prakan"
2014-10-08, , 37, 6, 34, 2, 10,"south-bangkok power plant, samut prakan"
2014-10-09, , 29, 11, 24, 10, 6,"south-bangkok power plant, samut prakan"
2014-10-10, , 56, , , , ,"south-bangkok power plant, samut prakan"
2014-10-13, , 70, 50, 7, 2, 4,"south-bangkok power plant, samut prakan"
2014-10-14, , 63, 58, 13, 1, 6,"south-bangkok power plant, samut prakan"
2014-10-15, , 68, 68, 17, 3, 6,"south-bangkok power plant, samut prakan"
2014-10-16, , 76, 23, 32, 8, 8,"south-bangkok power plant, samut prakan"
2014-10-17, , 81, , , , ,"south-bangkok power plant, samut prakan"
2014-10-20, , 43, 12, 24, 17, 7,"south-bangkok power plant, samut prakan"
2014-10-21, , 37, 7, 21, 7, 8,"south-bangkok power plant, samut prakan"
2014-10-22, , 55, , , , ,"south-bangkok power plant, samut prakan"
2014-10-24, , 48, , , , ,"south-bangkok power plant, samut prakan"
2014-10-27, , 46, 7, 31, 5, 11,"south-bangkok power plant, samut prakan"
2014-10-28, , 44, , , , 6,"south-bangkok power plant, samut prakan"
2014-10-29, , 53, 8, 30, 7, 10,"south-bangkok power plant, samut prakan"
2014-10-30, , 50, 24, 36, 12, 11,"south-bangkok power plant, samut prakan"
2014-10-31, , 64, , , , ,"south-bangkok power plant, samut prakan"
2014-11-03, , 40, 12, 11, 4, 5,"south-bangkok power plant, samut prakan"
2014-11-04, , 39, 7, 23, 4, 7,"south-bangkok power plant, samut prakan"
2014-11-05, , 40, 4, 29, 11, 13,"south-bangkok power plant, samut prakan"
2014-11-06, , 50, 5, 27, 5, 8,"south-bangkok power plant, samut prakan"
2014-11-07, , 40, , , , ,"south-bangkok power plant, samut prakan"
2014-11-10, , 42, 16, 29, 10, 8,"south-bangkok power plant, samut prakan"
2014-11-11, , 56, 17, 42, 14, 12,"south-bangkok power plant, samut prakan"
2014-11-12, , 70, 20, 15, 5, 5,"south-bangkok power plant, samut prakan"
2014-11-13, , 58, 30, 8, 2, 5,"south-bangkok power plant, samut prakan"
2014-11-14, , 40, , , , ,"south-bangkok power plant, samut prakan"
2014-11-17, , 51, , , , 4,"south-bangkok power plant, samut prakan"
2014-11-19, , 52, 28, 22, 5, 6,"south-bangkok power plant, samut prakan"
2014-11-20, , 59, 22, 35, 12, 10,"south-bangkok power plant, samut prakan"
2014-11-21, , 70, , , , ,"south-bangkok power plant, samut prakan"
2014-11-25, , 67, 28, 31, 11, 8,"south-bangkok power plant, samut prakan"
2014-11-26, , 62, 11, 27, 7, 6,"south-bangkok power plant, samut prakan"
2014-11-27, , 61, 12, 22, 7, 6,"south-bangkok power plant, samut prakan"
2014-11-28, , 50, , , , ,"south-bangkok power plant, samut prakan"
2014-12-01, , 55, , , , 6,"south-bangkok power plant, samut prakan"
2014-12-03, , 48, 14, 19, 12, 10,"south-bangkok power plant, samut prakan"
2014-12-04, , 51, , , , ,"south-bangkok power plant, samut prakan"
2014-12-08, , 57, 28, 13, 7, 5,"south-bangkok power plant, samut prakan"
2014-12-09, , 45, , , , ,"south-bangkok power plant, samut prakan"
2014-12-11, , 53, 32, 17, 5, 6,"south-bangkok power plant, samut prakan"
2014-12-12, , 51, , , , ,"south-bangkok power plant, samut prakan"
2014-12-15, , 65, 22, 26, 7, 8,"south-bangkok power plant, samut prakan"
2014-12-16, , 73, 34, 12, 4, 5,"south-bangkok power plant, samut prakan"
2014-12-17, , 55, 33, 18, 5, 5,"south-bangkok power plant, samut prakan"
2014-12-18, , 63, 22, 37, 11, 8,"south-bangkok power plant, samut prakan"
2014-12-19, , 69, , , , ,"south-bangkok power plant, samut prakan"
2014-12-22, , 60, 24, 35, 14, 8,"south-bangkok power plant, samut prakan"
2014-12-23, , 80, 13, 43, 12, 12,"south-bangkok power plant, samut prakan"
2014-12-24, , 84, 16, 35, 12, 11,"south-bangkok power plant, samut prakan"
2014-12-25, , 79, 19, 37, 11, 11,"south-bangkok power plant, samut prakan"
2014-12-26, , 73, , , , ,"south-bangkok power plant, samut prakan"
2014-07-08, , 26, 9, 22, , 2,"south-bangkok power plant, samut prakan"
2014-07-09, , 28, 8, 25, , 2,"south-bangkok power plant, samut prakan"
2014-07-10, , 27, , , , ,"south-bangkok power plant, samut prakan"
2014-07-15, , 34, 9, 19, 2, 5,"south-bangkok power plant, samut prakan"
2014-07-16, , 34, 18, 13, 11, 3,"south-bangkok power plant, samut prakan"
