date, pm25, pm10, o3, no2, so2, co
2023/9/8, 27, 14, 16, 4, , 
2023/9/9, 24, 12, 11, 4, , 
2023/9/10, 20, 12, 10, 5, , 
2023/9/11, 17, 15, 9, 5, , 
2023/9/12, 25, 18, 13, 7, , 
2023/9/13, 30, 20, 12, 5, , 
2023/9/14, 33, 16, 13, 5, , 
2023/9/15, 26, 12, 17, 4, , 
2023/9/16, 21, 15, 13, 4, , 
2023/9/17, 19, 17, 12, 7, , 
2023/9/18, 24, 22, 17, 7, , 
2023/9/19, 36, 25, 17, 7, , 
2023/9/20, 49, 14, 17, 5, , 
2023/9/21, 29, 19, 22, 7, , 
2023/9/22, 38, 21, 23, 9, , 
2023/9/23, 41, 28, 17, 10, , 
2023/9/24, 54, 29, 19, 14, , 
2023/9/25, 56, 23, 17, 6, , 
2023/9/26, 42, 16, 10, 6, , 
2023/9/27, 31, 14, 6, 7, , 
2023/9/28, 17, 14, 12, 4, , 
2023/9/29, 20, 16, 6, 6, , 
2023/9/30, 31, 18, 5, 5, , 
2023/4/1, 61, 31, 20, 2, , 
2023/4/2, 73, 44, 36, 7, , 
2023/4/3, 97, 50, 37, 5, , 
2023/4/4, 106, 54, 43, 8, 1, 
2023/4/5, 122, 49, 49, 5, , 
2023/4/6, 116, 39, 12, 10, 1, 
2023/4/7, 76, 26, 22, 5, , 
2023/4/8, 56, 28, 20, 6, , 
2023/4/9, 61, 27, 22, 5, , 
2023/4/10, 54, 42, 29, 7, 4, 
2023/4/11, 91, 43, 20, 5, 13, 
2023/4/12, 95, 47, 28, 3, , 
2023/4/13, 106, 53, 27, 3, , 
2023/4/14, 122, 60, 25, 4, , 
2023/4/15, 137, 59, 18, 5, , 
2023/4/16, 134, 56, 26, 6, 1, 
2023/4/17, 126, 54, 20, 4, , 
2023/4/18, 113, 55, 31, 3, , 
2023/4/19, 124, 56, 31, 5, , 
2023/4/20, 117, 64, 31, 5, 1, 
2023/4/21, 139, 60, 32, 1, , 
2023/4/22, 133, 46, 17, , , 
2023/4/23, 96, 40, 27, 6, , 
2023/4/24, 76, 37, 29, 6, , 
2023/4/25, 69, 29, 14, 9, , 
2023/4/26, 60, 51, 38, 11, , 
2023/4/27, 105, 37, 24, 9, , 
2023/4/28, 78, 37, 25, 2, , 
2023/4/29, 77, 26, 16, 7, , 
2023/4/30, 59, 37, 35, 6, , 
2023/5/1, 78, 34, 18, 7, , 
2023/5/2, 73, 27, 26, 4, , 
2023/5/3, 59, 21, 22, 1, , 
2023/5/4, 42, 25, 30, 2, 1, 
2023/5/5, 53, 28, 29, 3, , 
2023/5/6, 65, 27, 25, 3, , 
2023/5/7, 60, 30, 21, 5, , 
2023/5/8, 61, 29, 24, 7, , 
2023/5/9, 68, 25, 35, 7, , 
2023/5/10, 56, 29, 13, 11, , 
2023/5/11, 63, 24, 15, 7, , 
2023/5/12, 46, 22, 21, 5, , 
2023/5/13, 48, 22, 17, 2, , 
2023/5/14, 48, 40, 24, 5, , 
2023/5/15, 77, 44, 29, 6, , 
2023/5/16, 85, 43, 26, 3, , 
2023/5/17, 78, 40, 20, 4, , 
2023/5/18, 72, 44, 23, 3, , 
2023/5/19, 75, 43, 25, 2, , 
2023/5/20, 75, 29, 11, 2, , 
2023/5/21, 57, 39, 21, 3, , 
2023/5/22, 68, 39, 22, 4, , 
2023/5/23, 64, 37, 20, 5, , 
2023/5/24, 63, 41, 18, 5, , 
2023/5/25, 66, 47, 19, 4, 1, 
2023/5/26, 72, 40, 20, 2, , 
2023/5/27, 69, 30, 29, 5, , 
2023/5/28, 57, 22, 24, 4, , 
2023/5/29, 54, 18, 22, 5, , 
2023/5/30, 47, 26, 24, 7, , 
2023/5/31, 53, 34, 17, 3, , 
2023/6/1, 62, 37, 18, 4, , 
2023/6/2, 67, 32, 21, 3, , 
2023/6/3, 60, 16, 21, 2, , 
2023/6/4, 33, 18, 20, 3, , 
2023/6/5, 34, 26, 18, 6, 1, 
2023/6/6, 58, 22, 20, 4, , 
2023/6/7, 48, 20, 16, 6, , 
2023/6/8, 46, 18, 14, 5, , 
2023/6/9, 39, 16, 20, 2, , 
2023/6/10, 31, 16, 19, 3, , 
2023/6/11, 37, 20, 22, 5, 1, 
2023/6/12, 40, 17, 14, 5, , 
2023/6/13, 33, 17, 13, 5, , 
2023/6/14, 29, 19, 18, 6, , 
2023/6/15, 40, 20, 16, 5, , 
2023/6/16, 41, 15, 17, 5, , 
2023/6/17, 32, 16, 12, 6, , 
2023/6/18, 34, 20, 19, 7, , 
2023/6/19, 40, 19, 18, 5, , 
2023/6/20, 36, 24, 18, 5, , 
2023/6/21, 45, 23, 20, 7, , 
2023/6/22, 47, 26, 20, 4, , 
2023/6/23, 45, 18, 11, 4, , 
2023/6/24, 22, 18, 13, 3, , 
2023/6/25, 31, 18, 12, 3, , 
2023/6/26, 25, 16, 16, 4, , 
2023/6/27, 29, 21, 20, 4, , 
2023/6/28, 42, 23, 24, 6, , 
2023/6/29, 47, 20, 13, 5, , 
2023/6/30, 35, 16, 16, 6, , 
2023/1/2, 89, 43, 25, 8, , 
2023/1/3, 84, 41, 25, 11, 1, 
2023/1/4, 68, 44, 23, 14, 1, 
2023/1/5, 75, 36, 21, 11, 1, 
2023/1/6, 63, 32, 20, 8, , 
2023/1/7, 63, 52, 23, 11, , 
2023/1/8, 106, 93, 28, 9, 1, 
2023/1/9, 156, 48, 17, 9, 1, 
2023/1/10, 99, 23, 11, 6, , 
2023/1/11, 50, 35, 22, 12, , 
